City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,rio grande,-32.035,-52.0986,21.06,98,100,3.53,BR,1714436608
283,al bayda',32.7627,21.7551,18.56,33,63,2.18,LY,1714436608
284,atherton,53.5237,-2.4935,11.23,79,100,3.13,GB,1714436586
285,palmer,42.1584,-72.3287,20.23,64,75,0.0,US,1714436608
286,winnemucca,40.973,-117.7357,16.03,18,0,6.69,US,1714436608
287,sand springs,36.1398,-96.1089,25.84,53,0,3.6,US,1714436473
288,puerto baquerizo moreno,-0.9,-89.6,25.27,80,74,2.11,EC,1714436609
289,kasimov,54.9411,41.3953,8.1,73,2,2.98,RU,1714436609
290,hasaki,35.7333,140.8333,22.38,84,100,6.09,JP,1714436609
291,kilju,40.9642,129.3278,11.98,57,90,1.96,KP,1714436609
292,ugoofaaru,5.6667,73.0,29.06,76,100,4.23,MV,1714436609
293,porto novo,6.4965,2.6036,28.9,86,99,2.3,BJ,1714436609
294,namibe,-15.1961,12.1522,24.09,65,1,2.08,AO,1714436609
295,myrtle beach,33.6891,-78.8867,21.73,81,0,4.63,US,1714436450
296,harstad,68.799,16.5293,5.66,74,71,5.36,NO,1714436609
297,remire-montjoly,4.9167,-52.2667,28.02,83,100,4.12,GF,1714436609
298,lan sak,15.4529,99.5761,28.31,54,9,1.59,TH,1714436610
299,ankang,32.68,109.0172,11.07,90,100,1.1,CN,1714436389
300,rongelap,11.1635,166.8941,27.4,75,96,7.6,MH,1714436610
301,kone,-21.0595,164.8658,28.06,51,3,1.29,NC,1714436610
302,polyarnyy,69.1989,33.4478,0.11,97,100,1.45,RU,1714436610
303,mordovo,52.0834,40.77,7.65,80,1,3.01,RU,1714436610
304,sarakhs,36.5449,61.1577,13.79,26,0,1.46,IR,1714436610
305,wailua homesteads,22.0669,-159.378,27.24,73,40,5.14,US,1714436610
306,neral,19.0333,73.3167,29.79,37,0,0.74,IN,1714436610
307,pedregal,8.3667,-82.4333,27.89,83,40,2.06,PA,1714436610
308,itapecerica,-20.4725,-45.1256,18.89,76,1,1.93,BR,1714436610
309,alpine,32.835,-116.7664,24.75,53,0,5.14,US,1714436610
310,arkhangel'sk,64.5401,40.5433,1.18,100,75,2.0,RU,1714436611
311,iwanai,42.9744,140.5089,13.86,55,94,1.63,JP,1714436611
312,selkirk,50.1436,-96.8845,5.61,73,100,1.34,CA,1714436592
313,tazacorte,28.629,-17.9293,18.54,72,20,6.17,ES,1714436443
314,midland,31.9974,-102.0779,30.27,10,0,4.12,US,1714436559
315,baardheere,2.3446,42.2764,25.76,87,83,3.7,SO,1714436611
316,birine,35.635,3.225,11.9,73,94,5.66,DZ,1714436611
317,itoigawa,37.0333,137.85,17.79,91,100,1.8,JP,1714436611
318,saipan,15.1355,145.701,31.39,62,40,6.17,MP,1714436611
319,hola prystan',46.5206,32.5258,13.71,61,100,7.12,UA,1714436598
320,sola,-13.8833,167.55,31.37,74,75,3.09,VU,1714436611
321,imbituba,-28.24,-48.6703,24.36,97,34,6.05,BR,1714436611
322,tarinkot,32.6268,65.8733,9.94,44,2,2.26,AF,1714436536
323,conception bay south,47.4999,-52.9981,6.36,98,100,5.94,CA,1714436612
324,daru,-9.0763,143.2092,27.38,88,95,7.65,PG,1714436612
325,smirnovo,54.5125,69.4222,1.86,56,92,3.92,KZ,1714436612
326,devonport,-41.1667,146.35,14.18,66,18,1.34,AU,1714436612
327,hotan,37.0997,79.9269,11.52,31,100,3.43,CN,1714436612
328,katsuren-haebaru,26.3369,127.8719,26.21,86,75,3.09,JP,1714436612
329,boa vista,2.8197,-60.6733,30.99,62,40,1.54,BR,1714436461
330,gadzhiyevo,69.2551,33.3362,0.14,96,100,1.49,RU,1714436612
331,qamdo,31.1667,97.2333,4.25,52,98,1.84,CN,1714436612
332,boca do acre,-8.7522,-67.3978,27.15,77,96,0.47,BR,1714436612
333,hiratacho,35.4333,132.8167,17.01,100,75,2.57,JP,1714436612
334,torghay,49.6339,63.4981,15.61,55,76,4.11,KZ,1714436613
335,kismayo,-0.3582,42.5454,27.11,83,100,6.3,SO,1714436613
336,fada,9.5667,8.3,25.34,54,90,0.99,NG,1714436613
337,pingzhuang,42.0372,119.2889,8.54,47,13,1.41,CN,1714436613
338,bamboo flat,11.7,92.7167,27.05,94,20,1.03,IN,1714436613
339,nogliki,51.8333,143.1667,5.19,55,100,1.79,RU,1714436613
340,kuala pilah,2.7389,102.2487,25.26,95,82,0.67,MY,1714436613
341,ancud,-41.8697,-73.8203,7.76,78,97,5.82,CL,1714436613
342,egilsstadir,65.2653,-14.3948,1.95,100,100,5.66,IS,1714436613
343,bereznik,62.8551,42.7072,2.86,99,100,1.11,RU,1714436613
344,giddalur,15.35,78.9167,26.13,73,100,0.5,IN,1714436614
345,talakan,50.3167,130.3667,11.17,34,59,2.78,RU,1714436614
346,pemangkat,1.1667,108.9667,26.12,88,99,2.22,ID,1714436614
347,sao jose da coroa grande,-8.8978,-35.1478,27.37,72,100,4.33,BR,1714436614
348,sulak,43.2734,47.5146,20.07,72,23,2.71,RU,1714436614
349,lembang,-6.8117,107.6175,19.84,94,100,1.2,ID,1714436614
350,gornyye klyuchi,45.25,133.5,3.69,95,100,1.46,RU,1714436614
351,yuncheng,35.0231,110.9928,10.91,82,100,0.14,CN,1714436614
352,tamanrasset,22.785,5.5228,24.95,27,20,8.23,DZ,1714436614
353,stephenville,32.2207,-98.2023,27.3,61,0,4.63,US,1714436614
354,dunedin,-45.8742,170.5036,16.56,57,3,1.99,NZ,1714436614
355,manay,7.215,126.5397,28.18,70,100,2.55,PH,1714436615
356,kiomboi,-4.2667,34.3667,17.32,83,38,1.93,TZ,1714436615
357,ziro,27.6333,93.8333,10.41,90,65,0.84,IN,1714436615
358,margate,51.3813,1.3862,9.61,84,13,4.19,GB,1714436615
359,kuching,1.55,110.3333,27.8,87,20,1.03,MY,1714436583
360,pariaman,-0.619,100.12,27.03,87,100,1.79,ID,1714436615
361,macapa,0.0389,-51.0664,27.99,83,20,3.6,BR,1714436452
362,waldfischbach-burgalben,49.2833,7.6667,12.82,93,0,0.0,DE,1714436615
363,mejit,10.2753,170.8646,27.79,77,100,7.8,MH,1714436615
364,camacupa,-12.0167,17.4833,13.44,73,4,1.86,AO,1714436615
365,aldan,58.6031,125.3894,0.48,76,100,2.25,RU,1714436615
366,lihue,21.9789,-159.3672,27.58,72,40,5.14,US,1714436616
367,mount isa,-20.7333,139.5,25.87,47,100,5.14,AU,1714436616
368,xunchang,28.4543,104.715,14.44,78,100,1.02,CN,1714436616
369,feijo,-8.1642,-70.3536,24.72,97,100,0.59,BR,1714436616
370,kappeln,54.6612,9.9313,13.32,91,100,6.08,DE,1714436616
371,sinabang,2.4803,96.3801,27.31,84,100,1.08,ID,1714436616
372,ta`u,-14.2336,-169.5144,29.26,79,85,8.09,AS,1714436616
373,tortoli,39.9256,9.6572,15.9,72,0,2.06,IT,1714436616
374,pacasmayo,-7.4006,-79.5714,21.61,81,79,5.44,PE,1714436616
375,prince albert,53.2001,-105.7677,15.97,36,100,6.17,CA,1714436616
376,pisco,-13.7,-76.2167,20.03,83,0,5.14,PE,1714436616
377,chandia,23.65,80.7,29.02,30,98,3.18,IN,1714436616
378,sinop,41.7711,34.8709,12.67,99,100,0.7,TR,1714436616
379,okhotsk,59.3833,143.3,-0.14,89,96,3.9,RU,1714436617
380,goure,13.9835,10.2704,28.68,10,71,3.98,NE,1714436617
381,arraial do cabo,-22.9661,-42.0278,21.98,94,40,0.0,BR,1714436617
382,candon,17.1947,120.4517,32.79,64,0,2.94,PH,1714436617
383,moapa valley,36.5805,-114.4703,31.27,10,1,6.75,US,1714436617
384,lintong,34.378,109.2089,10.38,60,100,1.5,CN,1714436617
385,hosakote,14.2769,77.1699,27.66,31,31,2.16,IN,1714436617
386,port douglas,-16.4833,145.4667,25.19,83,89,7.89,AU,1714436617
387,fort-shevchenko,44.5086,50.263,16.42,48,7,6.46,KZ,1714436617
388,fredonia,42.4401,-79.3317,24.93,73,0,2.06,US,1714436489
389,port hedland,-20.3167,118.5667,29.03,21,97,5.14,AU,1714436617
390,al kharijah,25.4514,30.5464,22.04,20,14,3.54,EG,1714436617
391,bay roberts,47.5999,-53.2648,6.7,98,100,2.24,CA,1714436618
392,kayunga,0.7025,32.8886,18.39,99,66,0.92,UG,1714436618
393,shubarkuduk,49.1447,56.4872,16.08,28,98,4.2,KZ,1714436618
394,cruzeiro do sul,-29.5128,-51.9853,21.95,94,49,0.91,BR,1714436618
395,n'zeto,-7.2312,12.8666,26.16,89,94,2.77,AO,1714436618
396,san juanito,28.0,-107.5833,20.13,10,0,6.76,MX,1714436618
397,vilyuysk,63.7553,121.6247,-3.33,88,78,5.36,RU,1714436618
398,grantsville,40.5999,-112.4644,20.84,34,40,6.17,US,1714436618
399,nephi,39.7102,-111.8363,19.05,42,83,6.87,US,1714436373
400,muynoq,43.7683,59.0214,14.29,29,21,2.33,UZ,1714436618
401,baruun-urt,46.6806,113.2792,9.32,27,0,2.96,MN,1714436618
402,tsiombe,-25.3,45.4833,19.45,94,9,2.71,MG,1714436618
403,huetor-tajar,37.1873,-4.0586,12.99,78,77,1.44,ES,1714436618
404,pamanukan,-6.2842,107.8106,26.73,84,100,1.11,ID,1714436619
405,papao,-17.75,-149.55,29.82,69,76,10.1,PF,1714436619
406,khandyga,62.6667,135.6,-3.42,82,81,1.43,RU,1714436619
407,cockburn town,21.4612,-71.1419,24.86,75,74,10.64,TC,1714436619
408,tofol,5.3248,163.0078,28.88,84,75,7.2,FM,1714436619
409,nar'yan-mar,67.6713,53.087,-3.27,85,100,5.81,RU,1714436331
410,esquel,-42.9,-71.3167,2.34,90,85,3.54,AR,1714436619
411,tympaki,35.0729,24.7685,17.98,59,0,4.92,GR,1714436619
412,paredon,16.0333,-93.8667,30.14,61,31,2.18,MX,1714436619
413,belyy yar,53.6039,91.3903,0.94,86,75,9.0,RU,1714436619
414,grajau,-5.8194,-46.1386,23.96,84,73,1.43,BR,1714436437
415,lisakovsk,52.5369,62.4936,5.91,89,100,7.77,KZ,1714436619
416,san francisco,37.7749,-122.4194,24.54,65,20,16.09,US,1714436530
417,kyaiklat,16.4333,95.7333,27.64,76,9,3.73,MM,1714436620
418,leua,48.2156,18.6071,15.83,79,25,3.62,SK,1714436620
419,preobrazheniye,42.9019,133.9064,6.26,73,100,1.99,RU,1714436620
420,cerkes,40.8116,32.8936,11.99,92,97,1.69,TR,1714436620
421,kem',64.9555,34.5793,0.98,100,100,5.37,RU,1714436620
422,martapura,-3.4167,114.85,27.05,94,20,2.06,ID,1714436620
423,tifton,31.4505,-83.5085,25.98,57,0,1.54,US,1714436425
424,sakchu-up,40.3894,125.0467,11.55,46,97,7.61,KP,1714436620
425,tadine,-21.55,167.8833,24.41,59,16,5.64,NC,1714436620
426,eket,4.6412,7.9209,27.48,88,94,2.96,NG,1714436620
427,bubaque,11.2833,-15.8333,25.73,83,17,2.14,GW,1714436621
428,port isabel,26.0734,-97.2086,28.05,87,100,6.69,US,1714436621
429,santarem,-2.4431,-54.7083,26.07,94,40,0.0,BR,1714436621
430,severo-yeniseyskiy,60.3725,93.0408,-6.35,89,100,4.47,RU,1714436621
431,bonthe,7.5264,-12.505,28.03,86,47,2.14,SL,1714436621
432,ondjiva,-17.0667,15.7333,19.02,42,0,1.54,AO,1714436621
433,pontianak,-0.0333,109.3333,26.99,100,20,1.54,ID,1714436621
434,musaffah,24.3458,54.5024,29.41,77,0,1.54,AE,1714436621
435,alhandra,-7.4386,-34.9144,25.12,79,97,3.4,BR,1714436621
436,hithadhoo,-0.6,73.0833,28.77,73,100,4.1,MV,1714436621
437,shingu,33.7333,135.9833,20.79,87,93,1.05,JP,1714436621
438,ulladulla,-35.35,150.4667,14.87,82,100,5.24,AU,1714436622
439,dom pedrito,-30.9828,-54.6731,20.75,99,96,1.79,BR,1714436622
440,konarka,19.9,86.1167,29.22,88,3,5.45,IN,1714436622
441,antsiranana,-12.2787,49.2917,24.88,87,100,7.88,MG,1714436622
442,airuk,7.2772,168.8203,27.82,77,64,8.52,MH,1714436622
443,sansanne-mango,10.3592,0.4708,32.29,50,8,1.74,TG,1714436622
444,marka,1.7159,44.7717,26.97,87,100,4.43,SO,1714436622
445,wulingyuan,29.3494,110.5441,13.89,93,100,1.82,CN,1714436622
446,shalqar,47.8333,59.6,16.69,31,80,5.63,KZ,1714436622
447,bintulu,3.1667,113.0333,26.23,94,20,0.0,MY,1714436601
448,kuqa,41.7278,82.9364,14.62,20,95,1.91,CN,1714436622
449,luebo,-5.35,21.4167,21.93,83,67,0.75,CD,1714436622
450,bongouanou,6.6486,-4.1992,25.13,90,99,1.07,CI,1714436623
451,zhanaozen,43.3,52.8,16.77,14,21,5.52,KZ,1714436623
452,iwon-up,40.3231,128.6553,11.12,66,51,2.39,KP,1714436623
453,khovd,48.0056,91.6419,6.89,24,64,3.17,MN,1714436623
454,sosnovo-ozerskoye,52.5249,111.5418,6.91,40,74,4.42,RU,1714436623
455,enewetak,11.3474,162.3373,27.49,79,74,8.13,MH,1714436623
456,alagon,41.7696,-1.1191,12.67,76,0,2.57,ES,1714436623
457,scarborough,54.2797,-0.4044,10.92,76,100,1.79,GB,1714436623
458,praia da vitoria,38.7333,-27.0667,14.14,88,20,1.66,PT,1714436623
459,eureka,40.8021,-124.1637,16.53,75,7,7.35,US,1714436623
460,island harbour,50.724,-1.2758,11.63,81,19,2.68,GB,1714436623
461,montepuez,-13.1256,38.9997,18.77,82,92,3.17,MZ,1714436623
462,muskogee,35.5834,-95.3336,26.12,50,0,1.54,US,1714436514
463,erdenet,49.0333,104.0833,6.64,33,5,2.4,MN,1714436624
464,igarka,67.4667,86.5833,-12.21,93,100,9.83,RU,1714436465
465,benjamin hill,30.1667,-111.1,30.84,10,0,4.77,MX,1714436624
466,nampula,-15.1165,39.2666,19.97,94,40,5.14,MZ,1714436624
467,nacala,-14.5428,40.6728,23.15,77,96,5.03,MZ,1714436624
468,fort st. john,56.2499,-120.8529,-0.06,93,100,4.63,CA,1714436624
469,lyantor,61.6195,72.1555,-11.23,93,23,4.29,RU,1714436624
470,kayangel,8.0823,134.7173,28.5,72,100,8.19,PW,1714436624
471,kiruna,67.8557,20.2251,-0.49,93,100,0.0,SE,1714436624
472,santanyi,39.3546,3.1291,15.07,88,60,1.23,ES,1714436624
473,isla vista,34.4133,-119.861,25.17,53,1,1.34,US,1714436408
474,zeribet el oued,34.6828,6.5111,24.82,41,87,5.01,DZ,1714436625
475,amga,60.8953,131.9608,0.58,56,86,0.95,RU,1714436625
476,skeldon,5.8833,-57.1333,25.45,88,87,2.5,GY,1714436625
477,ungsang,35.4061,129.1686,15.34,84,100,0.55,KR,1714436625
478,kananga,-5.8958,22.4178,21.39,85,73,1.51,CD,1714436625
479,walvis bay,-22.9575,14.5053,20.53,60,0,0.0,NA,1714436625
480,salym,60.0625,71.4789,-8.88,93,18,2.03,RU,1714436625
481,peto,20.1333,-88.9167,31.29,54,54,2.98,MX,1714436625
482,vikulovo,56.8167,70.6107,-2.93,64,0,1.68,RU,1714436625
483,villanueva de cordoba,38.3228,-4.6287,6.41,63,29,1.72,ES,1714436625
484,puerto armuelles,8.2833,-82.8667,27.83,83,48,0.45,PA,1714436625
485,flying fish cove,-10.4217,105.6791,27.82,83,100,5.14,CX,1714436543
486,morant bay,17.8815,-76.4093,28.79,83,11,3.8,JM,1714436626
487,shukat as sufi,31.26,34.2826,18.81,79,11,3.02,PS,1714436626
488,sale,34.0389,-6.8166,11.38,93,40,2.06,MA,1714436626
489,itoman,26.1247,127.6694,26.21,86,20,4.63,JP,1714436626
490,al ghayzah,16.2079,52.176,27.73,83,68,3.54,YE,1714436626
491,katsuura,35.1333,140.3,19.52,91,100,5.89,JP,1714436626
492,salinopolis,-0.6136,-47.3561,26.62,85,100,3.35,BR,1714436626
493,vila velha,-20.3297,-40.2925,24.41,94,20,1.54,BR,1714436596
494,humaita,-7.5061,-63.0208,26.43,83,59,1.11,BR,1714436626
495,guymon,36.6828,-101.4816,26.0,21,0,5.14,US,1714436626
496,beloyarskiy,63.7119,66.6722,-8.33,89,75,2.24,RU,1714436626
497,yeppoon,-23.1333,150.7333,25.14,79,63,8.27,AU,1714436627
498,uyuni,-20.4597,-66.825,12.55,25,0,4.85,BO,1714436627
499,baependi,-21.9589,-44.89,17.71,86,1,1.98,BR,1714436627
500,asosa,10.0667,34.5333,20.01,65,21,1.77,ET,1714436627
501,howard springs,-12.497,131.047,29.9,77,69,4.13,AU,1714436627
502,flekkefjord,58.2971,6.6607,8.3,96,28,2.26,NO,1714436627
503,cestos city,5.46,-9.5828,28.03,84,94,2.6,LR,1714436627
504,luau,-10.7073,22.2247,15.94,74,3,1.93,AO,1714436627
505,clewiston,26.7542,-80.9337,25.56,63,38,5.32,US,1714436627
506,bongor,10.2806,15.3722,32.66,22,99,2.13,TD,1714436627
507,carovigno,40.708,17.655,17.39,61,0,1.99,IT,1714436627
508,selfoss,63.9331,-20.9971,1.14,66,29,3.24,IS,1714436627
509,castillos,-34.1667,-53.8333,16.84,95,97,6.67,UY,1714436627
510,roxas,11.5853,122.7511,27.86,79,26,4.8,PH,1714436508
511,mil'kovo,55.6078,37.7956,12.25,63,18,2.88,RU,1714436628
512,revda,56.801,59.9303,-1.27,84,2,1.08,RU,1714436628
513,dayton,39.7589,-84.1916,24.82,57,75,4.63,US,1714436041
514,tineo,43.3376,-6.4145,7.26,91,96,2.05,ES,1714436628
515,saint-pierre,-21.3393,55.4781,23.82,83,0,7.72,RE,1714436628
516,karlovac,45.4872,15.5478,11.96,92,14,1.15,HR,1714436628
517,santa croce camerina,36.8289,14.5268,20.82,42,83,3.09,IT,1714436628
518,saint david's,12.0333,-61.6667,27.69,78,20,5.66,GD,1714436628
519,colombo,6.9319,79.8478,24.97,84,98,1.98,LK,1714436628
520,el charco,2.4769,-78.1105,25.58,90,96,1.43,CO,1714436628
521,cooper's town,26.8667,-77.5167,23.05,72,97,9.3,BS,1714436629
522,sangueya,10.7,-14.3667,27.4,79,87,1.75,GN,1714436629
523,albemarle,35.3501,-80.2001,23.03,59,0,0.0,US,1714436629
524,ad dilam,23.9915,47.1627,21.23,60,100,5.13,SA,1714436629
525,moss vale,-34.55,150.3833,12.86,97,100,2.76,AU,1714436629
526,misratah,32.3754,15.0925,19.68,76,100,4.13,LY,1714436629
527,hami,42.8,93.45,13.4,12,0,2.88,CN,1714436629
528,nguigmi,14.2495,13.1092,29.66,14,68,5.07,NE,1714436629
529,wichian buri,15.6578,101.106,29.36,72,4,2.28,TH,1714436629
530,samoylovka,51.184,43.7081,7.9,82,2,5.29,RU,1714436421
531,cavelossim,15.1726,73.9419,27.99,82,7,1.65,IN,1714436629
532,unai,-16.3575,-46.9061,22.91,66,0,1.23,BR,1714436380
533,itaituba,-4.2761,-55.9836,24.68,94,52,1.27,BR,1714436477
534,usoke,-5.1667,32.35,17.72,87,28,1.88,TZ,1714436630
535,huarmey,-10.0681,-78.1522,21.49,83,38,4.09,PE,1714436630
536,iquique,-20.2208,-70.1431,19.46,82,1,0.79,CL,1714435860
537,north shore,-36.8,174.75,21.16,64,95,1.79,NZ,1714436462
538,sao raimundo nonato,-9.0153,-42.6994,25.48,62,98,1.54,BR,1714436630
539,taro,-8.3862,115.28,24.0,99,98,1.31,ID,1714436630
540,tayu,-6.5397,111.0518,26.53,86,100,3.09,ID,1714436630
541,anna regina,7.2644,-58.5077,27.36,78,36,3.88,GY,1714436630
542,kuta,-8.7233,115.1723,27.97,88,40,5.81,ID,1714436630
543,taksimo,56.3444,114.8794,4.59,57,100,0.24,RU,1714436630
544,rehoboth,-23.3167,17.0833,19.42,36,64,1.19,NA,1714436631
545,san rafael,-34.6177,-68.3301,16.95,33,0,1.59,AR,1714436631
546,fishersville,38.099,-78.9692,26.58,45,0,3.09,US,1714436573
547,sharanga,57.1775,46.5396,6.69,95,61,2.58,RU,1714436419
548,mont-dore,-22.2833,166.5833,26.99,99,40,5.19,NC,1714436631
549,poronaysk,49.2167,143.1167,9.0,37,67,5.6,RU,1714436631
550,wewak,-3.5534,143.6268,28.04,83,99,0.47,PG,1714436631
551,olinda,-8.0089,-34.8553,28.85,74,40,4.63,BR,1714436530
552,labrador city,52.9463,-66.9114,-3.23,46,40,5.66,CA,1714436631
553,jianshui,23.6363,102.8264,24.22,40,0,5.27,CN,1714436631
554,calvi,42.5,8.8333,12.35,55,0,3.09,FR,1714436631
555,as samawah,31.332,45.2944,26.91,44,83,7.54,IQ,1714436632
556,severnoye,56.3491,78.3619,-0.01,62,8,4.02,RU,1714436632
557,arno,60.1167,18.6333,7.1,81,1,3.77,SE,1714436632
558,goias,-15.5807,-49.6362,23.54,60,4,1.37,BR,1714436529
559,mount gambier,-37.8333,140.7667,12.38,62,96,4.02,AU,1714436632
560,porto murtinho,-21.6989,-57.8825,31.57,49,28,5.25,BR,1714436632
561,ras al khaimah city,25.7895,55.9432,27.12,36,0,1.03,AE,1714436439
562,ulanhot,46.0833,122.0833,13.55,23,5,5.8,CN,1714436632
563,ustka,54.5805,16.8619,7.03,86,76,4.09,PL,1714436632
564,taulaga,-11.0553,-171.0883,29.68,72,83,3.93,AS,1714436632
565,berdigestyakh,62.0989,126.6992,-3.79,84,40,3.16,RU,1714436423
566,bucerias,20.75,-105.3333,26.1,69,0,4.63,MX,1714436359
